Pagina,Patron_Censura,Texto_Detectado,Contexto_60chars,Personas_en_Pagina
1342,"X{3,}",XXXX,:03 AM 492 Outbound 561XXXX 7-Mar-06 11: 16 AM 6 Inbound 561XXXX 7-Mar-06 11:22 AM 887.2 Inbound 561XXXX 7-Mar-06 11 : 37 AM,
1342,"X{3,}",XXXX,16 AM 6 Inbound 561XXXX 7-Mar-06 11:22 AM 887.2 Inbound 561XXXX 7-Mar-06 11 : 37 AM 48 Outbound 9178553363 7-Mar -06 11:39,
1349,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-c",Virginia Giuffre
1349,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP",Virginia Giuffre
1349,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Virginia Giuffre
1349,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed",Virginia Giuffre
1349,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Virginia Giuffre
1350,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Jane Doe 2 I Case 1:15-cv-07433-LAP Docum",Virginia Giuffre
1350,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-3",Virginia Giuffre
1350,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Virginia Giuffre
1351,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1351,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1352,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-",Virginia Giuffre
1352,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010",Virginia Giuffre
1352,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"mental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1353,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Jane Doe 2 Jane Doe 2 - I Case 1:15-cv-07433-LAP Doc",Virginia Giuffre
1353,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Jane Doe 2 Jane Doe 2 - I Case 1:15-cv-07433-LAP Document 1326-3 Fil",Virginia Giuffre
1353,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Privilege Log dated May 27, 2016 Jane Doe 2 Jane Jane Doe 2 Jane Doe 2 - I Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 P",Virginia Giuffre
1354,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Revised Supplemental Privilege Log dated May 27, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-3 Filed",Virginia Giuffre
1354,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pplemental Privilege Log dated May 27, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Virginia Giuffre
1355,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1355,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1356,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP",Virginia Giuffre
1356,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Virginia Giuffre
1356,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed",Virginia Giuffre
1356,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Virginia Giuffre
1357,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1357,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1358,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1358,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1359,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane I Case 1:15-cv-07433-LAP Document 1326-3",Virginia Giuffre
1359,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane I Case 1:15-cv-07433-LAP Document 1326-3 Filed 01042",Virginia Giuffre
1360,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132",Virginia Giuffre
1360,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1360,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1361,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP",Virginia Giuffre
1361,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Virginia Giuffre
1361,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed",Virginia Giuffre
1361,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Virginia Giuffre
1362,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Revised Supplemental Privilege Log dated May 27, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-3 Filed",Virginia Giuffre
1362,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pplemental Privilege Log dated May 27, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Virginia Giuffre
1363,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132",Virginia Giuffre
1363,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1363,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1364,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-",Virginia Giuffre
1364,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP D",Virginia Giuffre
1364,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132",Virginia Giuffre
1364,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1364,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1365,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane I Case 1:15-cv-07433-LAP Document 1326-3 Filed 01042",Virginia Giuffre
1366,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132",Virginia Giuffre
1366,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 0",Virginia Giuffre
1366,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1367,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Page",Virginia Giuffre
1368,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ging pursuant to Local Civil Rule 26.2c. Correspondence re: Jane Doe #1 and Jane Doe #2 v. United States CVRA case, Case no. 08-",Virginia Giuffre
1368,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Local Civil Rule 26.2c. Correspondence re: Jane Doe #1 and Jane Doe #2 v. United States CVRA case, Case no. 08-80736-CIV-Marra,",Virginia Giuffre
1371,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"gging pursuant to Local Civil Rule 26.2c. Correspondence re:Jane Doe No. 102 v. Jeffrey Epstein Epstein case, Case No. 09-80656-",Jeffrey Epstein; Virginia Giuffre
1371,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP",Jeffrey Epstein; Virginia Giuffre
1371,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Jeffrey Epstein; Virginia Giuffre
1371,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed",Jeffrey Epstein; Virginia Giuffre
1371,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 Pag",Jeffrey Epstein; Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja",Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jan",Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jan",Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jane Doe 2 Jan",Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed May 27, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - -",Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - Case 1:15-,Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - Case 1:15-cv-07433-LAP Document,Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - Case 1:15-cv-07433-LAP Document 1326-3 Fil,Virginia Giuffre
1372,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - - Case 1:15-cv-07433-LAP Document 1326-3 Filed 010424 P,Virginia Giuffre
1377,\b[jJ]ane\s+[dD]oe\b,Jane Doe,t mate Jenna Sent from my iPhone GIUFFRE005607 CONFIDENTIAL Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page,
1378,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ative of anything you might know GIUFFRE005608 CONFIDENTIAL Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132,
1378,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ything you might know GIUFFRE005608 CONFIDENTIAL Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0,
1378,\b[jJ]ane\s+[dD]oe\b,Jane Doe,might know GIUFFRE005608 CONFIDENTIAL Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page,
1380,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oberts Phone Sent from my iPhone GIUFFRE005610 CONFIDENTIAL Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page,Jeffrey Epstein
1381,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Roberts cell Sent from my iPhone GIUFFRE005611 CONFIDENTIAL Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page,Jeffrey Epstein
1382,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"others Blessings, Sharon Rikard GIUFFRE005612 CONFIDENTIAL Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1384,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Virginia Giuffre
1384,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-4 Filed",Virginia Giuffre
1384,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Pag",Virginia Giuffre
1385,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane - I Case 1:15-cv-07433-LAP Doc",Virginia Giuffre
1385,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane - I Case 1:15-cv-07433-LAP Document 1326-",Virginia Giuffre
1385,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane - I Case 1:15-cv-07433-LAP Document 1326-4 Filed 010",Virginia Giuffre
1386,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0",Virginia Giuffre
1386,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1387,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-",Virginia Giuffre
1387,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010",Virginia Giuffre
1387,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"mental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1388,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Jane Doe 2 Jane Doe 2 - I Case 1:15-cv-07433-LAP Doc",Virginia Giuffre
1388,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Jane Doe 2 Jane Doe 2 - I Case 1:15-cv-07433-LAP Document 1326-4 Fil",Virginia Giuffre
1388,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Privilege Log dated June 9, 2016 Jane Doe 2 Jane Jane Doe 2 Jane Doe 2 - I Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 P",Virginia Giuffre
1389,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Revised Supplemental Privilege Log dated June 9, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-4 Filed",Virginia Giuffre
1389,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pplemental Privilege Log dated June 9, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Pag",Virginia Giuffre
1390,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0",Virginia Giuffre
1390,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1391,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP",Virginia Giuffre
1391,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Virginia Giuffre
1391,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-4 Filed",Virginia Giuffre
1391,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Pag",Virginia Giuffre
1392,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0",Virginia Giuffre
1392,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1393,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0",Virginia Giuffre
1393,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1394,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0",Virginia Giuffre
1394,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1395,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 132",Virginia Giuffre
1395,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 0",Virginia Giuffre
1395,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Page",Virginia Giuffre
1396,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ffres Revised Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP",Virginia Giuffre
1396,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed Supplemental Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1",Virginia Giuffre
1396,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ntal Privilege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-4 Filed",Virginia Giuffre
1396,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ege Log dated June 9, 2016 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Pag",Virginia Giuffre
1397,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Revised Supplemental Privilege Log dated June 9, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-4 Filed",Virginia Giuffre
1397,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"pplemental Privilege Log dated June 9, 2016 Jane Jane Doe 2 Jane Doe 2 I Case 1:15-cv-07433-LAP Document 1326-4 Filed 010424 Pag",Virginia Giuffre
